SessionID,Timestamp,peakSensitivity,peakFrequency,bandwidth,delta,aulcsf
test001,2025-04-26 15:27:00,66.55721326352405,5.860445018827779,3.4099008226914607,23.50783198444705,58.44831894773652
test001,2025-04-26 17:34:37,3.493904714799687,2.341821733175045,3.0236082726420017,1.689371610259115,2.5643359230070097,1
